nbeval fitness
10000 44671.0
10000 44206.0
10000 44081.0
10000 44624.0
10000 44089.0
10000 44283.0
10000 44464.0
10000 44286.0
10000 44285.0
10000 44699.0
10000 44413.0
10000 44441.0
10000 44112.0
10000 44456.0
10000 43945.0
10000 44172.0
10000 44261.0
10000 44451.0
10000 44490.0
